Licor unixtime,LiCor time (Sec),LiCor conc (ppm),SCD unixtime,SCD time (sec),SCD 1 (ppm),SCD 2 (ppm),SCD 3 (ppm),SCD 4 (ppm)
1635308416,2140,450,,,,,,
1635308417,2141,450,,,,,,
1635308418,2142,446,,,,,,
1635308419,2143,456,,,,,,
1635308420,2144,454,,,,,,
1635308421,2145,448,,,,,,
1635308422,2146,448,,,,,,
1635308423,2147,454,,,,,,
1635308424,2148,454,,,,,,
1635308425,2149,448,,,,,,
1635308426,2150,452,,,,,,
1635308427,2151,452,,,,,,
1635308428,2152,452,,,,,,
1635308429,2153,450,,,,,,
1635308430,2154,456,,,,,,
1635308431,2155,454,,,,,,
1635308432,2156,450,,,,,,
1635308433,2157,456,,,,,,
1635308434,2158,452,,,,,,
1635308435,2159,456,,,,,,
1635308436,2160,456,,,,,,
1635308437,2161,452,,,,,,
1635308438,2162,450,,,,,,
1635308439,2163,452,,,,,,
1635308440,2164,454,,,,,,
1635308441,2165,452,,,,,,
1635308442,2166,456,,,,,,
1635308443,2167,454,,,,,,
1635308444,2168,450,,,,,,
1635308445,2169,450,,,,,,
1635308446,2170,454,,,,,,
1635308447,2171,456,,,,,,
1635308448,2172,454,,,,,,
1635308449,2173,458,,,,,,
1635308450,2174,452,,,,,,
1635308451,2175,448,,,,,,
1635308452,2176,452,,,,,,
1635308453,2177,458,,,,,,
1635308454,2178,450,,,,,,
1635308455,2179,456,,,,,,
1635308456,2180,456,,,,,,
1635308457,2181,456,,,,,,
1635308458,2182,450,,,,,,
1635308459,2183,452,,,,,,
1635308460,2184,456,,,,,,
1635308461,2185,448,,,,,,
1635308462,2186,452,,,,,,
1635308463,2187,454,,,,,,
1635308464,2188,448,,,,,,
1635308465,2189,450,,,,,,
1635308466,2190,448,,,,,,
1635308467,2191,450,,,,,,
1635308468,2192,456,,,,,,
1635308469,2193,456,,,,,,
1635308470,2194,452,,,,,,
1635308471,2195,452,,,,,,
1635308472,2196,450,,,,,,
1635308473,2197,454,,,,,,
1635308474,2198,450,,,,,,
1635308475,2199,452,,,,,,
1635308476,2200,450,,,,,,
1635308477,2201,448,,,,,,
1635308478,2202,454,,,,,,
1635308479,2203,450,,,,,,
1635308480,2204,454,,,,,,
1635308481,2205,450,,,,,,
1635308482,2206,448,,,,,,
1635308483,2207,454,,,,,,
1635308484,2208,454,,,,,,
1635308485,2209,458,,,,,,
1635308486,2210,454,,,,,,
1635308487,2211,450,,,,,,
1635308488,2212,444,,,,,,
1635308489,2213,1975,,,,,,
1635308490,2214,1975,,,,,,
1635308491,2215,1369,,,,,,
1635308492,2216,1412,,,,,,
1635308493,2217,1033,,,,,,
1635308494,2218,1027,,,,,,
1635308495,2219,962,,,,,,
1635308496,2220,872,,,,,,
1635308497,2221,802,,,,,,
1635308498,2222,816,,,,,,
1635308499,2223,773,,,,,,
1635308500,2224,669,,,,,,
1635308501,2225,630,,,,,,
1635308502,2226,606,,,,,,
1635308503,2227,567,,,,,,
1635308504,2228,556,,,,,,
1635308505,2229,552,,,,,,
1635308506,2230,565,,,,,,
1635308507,2231,579,,,,,,
1635308508,2232,532,,,,,,
1635308509,2233,509,,,,,,
1635308510,2234,483,,,,,,
1635308511,2235,483,,,,,,
1635308512,2236,493,,,,,,
1635308513,2237,487,,,,,,
1635308514,2238,474,,,,,,
1635308515,2239,468,,,,,,
1635308516,2240,472,,,,,,
1635308517,2241,466,,,,,,
1635308518,2242,462,,,,,,
1635308519,2243,472,,,,,,
1635308520,2244,466,,,,,,
1635308521,2245,458,,,,,,
1635308522,2246,456,,,,,,
1635308523,2247,460,,,,,,
1635308524,2248,452,,,,,,
1635308525,2249,456,,,,,,
1635308526,2250,458,,,,,,
1635308527,2251,454,,,,,,
1635308528,2252,462,,,,,,
1635308529,2253,456,,,,,,
1635308530,2254,458,,,,,,
1635308531,2255,458,,,,,,
1635308532,2256,462,,,,,,
1635308533,2257,470,,,,,,
1635308534,2258,477,,,,,,
1635308535,2259,487,,,,,,
1635308536,2260,479,,,,,,
1635308537,2261,466,,,,,,
1635308538,2262,470,,,,,,
1635308539,2263,462,,,,,,
1635308540,2264,458,,,,,,
1635308541,2265,468,,,,,,
1635308542,2266,466,,,,,,
1635308543,2267,466,,,,,,
1635308544,2268,474,,,,,,
1635308545,2269,477,,,,,,
1635308546,2270,468,,,,,,
1635308547,2271,497,,,,,,
1635308548,2272,479,,,,,,
1635308549,2273,589,,,,,,
1635308550,2274,546,,,,,,
1635308551,2275,495,,,,,,
1635308552,2276,501,,,,,,
1635308553,2277,479,,,,,,
1635308554,2278,470,,,,,,
1635308555,2279,472,,,,,,
1635308556,2280,468,,,,,,
1635308557,2281,464,,,,,,
1635308558,2282,470,,,,,,
1635308559,2283,460,,,,,,
1635308560,2284,460,,,,,,
1635308561,2285,460,,,,,,
1635308562,2286,462,,,,,,
1635308563,2287,456,,,,,,
1635308564,2288,464,,,,,,
1635308565,2289,466,,,,,,
1635308566,2290,462,,,,,,
1635308567,2291,458,,,,,,
1635308568,2292,462,,,,,,
1635308569,2293,458,,,,,,
1635308570,2294,462,,,,,,
1635308571,2295,458,,,,,,
1635308572,2296,454,,,,,,
1635308573,2297,456,,,,,,
1635308574,2298,454,,,,,,
1635308575,2299,456,,,,,,
1635308576,2300,450,,,,,,
1635308577,2301,454,,,,,,
1635308578,2302,456,,,,,,
1635308579,2303,454,,,,,,
1635308580,2304,454,,,,,,
1635308581,2305,456,,,,,,
1635308582,2306,452,,,,,,
1635308583,2307,450,,,,,,
1635308584,2308,458,,,,,,
1635308585,2309,452,,,,,,
1635308586,2310,452,,,,,,
1635308587,2311,454,,,,,,
1635308588,2312,450,,,,,,
1635308589,2313,456,,,,,,
1635308590,2314,456,,,,,,
1635308591,2315,456,,,,,,
1635308592,2316,458,,,,,,
1635308593,2317,458,,,,,,
1635308594,2318,458,,,,,,
1635308595,2319,454,,,,,,
1635308596,2320,452,,,,,,
1635308597,2321,452,,,,,,
1635308598,2322,458,,,,,,
1635308599,2323,460,,,,,,
1635308600,2324,458,,,,,,
1635308601,2325,454,,,,,,
1635308602,2326,456,,,,,,
1635308603,2327,454,,,,,,
1635308604,2328,452,,,,,,
1635308605,2329,450,,,,,,
1635308606,2330,456,,,,,,
1635308607,2331,452,,,,,,
1635308608,2332,458,,,,,,
1635308609,2333,458,,,,,,
1635308610,2334,450,,,,,,
1635308611,2335,460,,,,,,
1635308612,2336,460,,,,,,
1635308613,2337,450,,,,,,
1635308614,2338,458,,,,,,
1635308615,2339,456,,,,,,
1635308616,2340,458,,,,,,
1635308617,2341,458,,,,,,
1635308618,2342,452,,,,,,
1635308619,2343,454,,,,,,
1635308620,2344,454,,,,,,
1635308621,2345,456,,,,,,
1635308622,2346,454,,,,,,
1635308623,2347,458,,,,,,
1635308624,2348,454,,,,,,
1635308625,2349,454,,,,,,
1635308626,2350,458,,,,,,
1635308627,2351,452,,,,,,
1635308628,2352,456,,,,,,
1635308629,2353,454,,,,,,
1635308630,2354,456,,,,,,
1635308631,2355,452,,,,,,
1635308632,2356,454,,,,,,
1635308633,2357,458,,,,,,
1635308634,2358,458,,,,,,
1635308635,2359,456,,,,,,
1635308636,2360,456,,,,,,
1635308637,2361,450,,,,,,
1635308638,2362,452,,,,,,
1635308639,2363,460,,,,,,
1635308640,2364,450,,,,,,
1635308641,2365,452,,,,,,
1635308642,2366,458,,,,,,
1635308643,2367,452,,,,,,
1635308644,2368,450,,,,,,
1635308645,2369,452,,,,,,
1635308646,2370,452,,,,,,
1635308647,2371,458,,,,,,
1635308648,2372,458,,,,,,
1635308649,2373,458,,,,,,
1635308650,2374,458,,,,,,
1635308651,2375,452,,,,,,
1635308652,2376,452,,,,,,
1635308653,2377,460,,,,,,
1635308654,2378,456,,,,,,
1635308655,2379,452,,,,,,
1635308656,2380,454,,,,,,
1635308657,2381,460,,,,,,
1635308658,2382,458,,,,,,
1635308659,2383,452,,,,,,
1635308660,2384,458,,,,,,
1635308661,2385,454,,,,,,
1635308662,2386,456,,,,,,
1635308663,2387,456,,,,,,
1635308664,2388,458,,,,,,
1635308665,2389,452,,,,,,
1635308666,2390,460,,,,,,
1635308667,2391,458,,,,,,
1635308668,2392,448,,,,,,
1635308669,2393,458,,,,,,
1635308670,2394,456,,,,,,
1635308671,2395,450,,,,,,
1635308672,2396,456,,,,,,
1635308673,2397,456,,,,,,
1635308674,2398,452,,,,,,
1635308675,2399,456,,,,,,
1635308676,2400,456,,,,,,
1635308677,2401,458,,,,,,
1635308678,2402,450,,,,,,
1635308679,2403,458,,,,,,
1635308680,2404,456,,,,,,
1635308681,2405,452,,,,,,
1635308682,2406,448,,,,,,
1635308683,2407,456,,,,,,
1635308684,2408,458,,,,,,
1635308685,2409,456,,,,,,
1635308686,2410,450,,,,,,
1635308687,2411,448,,,,,,
1635308688,2412,458,,,,,,
1635308689,2413,452,,,,,,
1635308690,2414,458,,,,,,
1635308691,2415,458,,,,,,
1635308692,2416,450,,,,,,
1635308693,2417,448,,,,,,
1635308694,2418,456,,,,,,
1635308695,2419,450,,,,,,
1635308696,2420,448,,,,,,
1635308697,2421,450,,,,,,
1635308698,2422,456,,,,,,
1635308699,2423,452,,,,,,
1635308700,2424,450,,,,,,
1635308701,2425,454,,,,,,
1635308702,2426,452,,,,,,
1635308703,2427,448,,,,,,
1635308704,2428,454,,,,,,
1635308705,2429,458,,,,,,
1635308706,2430,452,,,,,,
1635308707,2431,456,,,,,,
1635308708,2432,454,,,,,,
1635308709,2433,456,,,,,,
1635308710,2434,450,,,,,,
1635308711,2435,456,,,,,,
1635308712,2436,454,,,,,,
1635308713,2437,450,,,,,,
1635308714,2438,454,,,,,,
1635308715,2439,448,,,,,,
1635308716,2440,448,,,,,,
1635308717,2441,454,,,,,,
1635308718,2442,452,,,,,,
1635308719,2443,456,,,,,,
1635308720,2444,456,,,,,,
1635308721,2445,448,,,,,,
1635308722,2446,448,,,,,,
1635308723,2447,456,,,,,,
1635308724,2448,450,,,,,,
1635308725,2449,448,,,,,,
1635308726,2450,446,,,,,,
1635308727,2451,450,,,,,,
1635308728,2452,454,,,,,,
1635308729,2453,448,,,,,,
1635308730,2454,454,,,,,,
1635308731,2455,446,,,,,,
1635308732,2456,452,,,,,,
1635308733,2457,454,,,,,,
1635308734,2458,454,,,,,,
1635308735,2459,452,,,,,,
1635308736,2460,450,,,,,,
1635308737,2461,452,,,,,,
1635308738,2462,454,,,,,,
1635308739,2463,448,,,,,,
1635308740,2464,450,,,,,,
1635308741,2465,446,,,,,,
1635308742,2466,446,,,,,,
1635308743,2467,452,,,,,,
1635308744,2468,450,,,,,,
1635308745,2469,448,,,,,,
1635308746,2470,452,,,,,,
1635308747,2471,452,,,,,,
1635308748,2472,452,,,,,,
1635308749,2473,454,,,,,,
1635308750,2474,446,,,,,,
1635308751,2475,448,,,,,,
1635308752,2476,446,,,,,,
1635308753,2477,448,,,,,,
1635308754,2478,454,,,,,,
1635308755,2479,450,,,,,,
1635308756,2480,456,,,,,,
1635308757,2481,454,,,,,,
1635308758,2482,446,,,,,,
1635308759,2483,452,,,,,,
1635308760,2484,452,,,,,,
1635308761,2485,448,,,,,,
1635308762,2486,454,,,,,,
1635308763,2487,452,,,,,,
1635308764,2488,454,,,,,,
1635308765,2489,448,,,,,,
