Time,Voltage(V),Current(A),D+(V),D-(V),Date
13:17:30,4.694,0.7903,0.63,0.33,2020-06-12
13:17:31,4.694,0.7899,0.69,0.37,2020-06-12
13:17:32,4.696,0.79,0.72,0.36,2020-06-12
13:17:33,4.694,0.7931,0.72,0.36,2020-06-12
13:17:34,4.695,0.7965,0.72,0.36,2020-06-12
13:17:35,4.696,0.7998,0.58,0.31,2020-06-12
13:17:36,4.696,0.8044,0.72,0.36,2020-06-12
13:17:37,4.696,0.8044,0.73,0.36,2020-06-12
13:17:38,4.694,0.8044,0.72,0.36,2020-06-12
13:17:39,4.696,0.7996,0.73,0.35,2020-06-12
13:17:40,4.698,0.7998,0.73,0.36,2020-06-12
13:17:41,4.696,0.7988,0.71,0.36,2020-06-12
13:17:42,4.699,0.804,0.66,0.34,2020-06-12
13:17:43,4.699,0.8018,0.71,0.38,2020-06-12
13:17:44,4.696,0.8006,0.66,0.36,2020-06-12
13:17:45,4.696,0.8005,0.72,0.36,2020-06-12
13:17:46,4.696,0.8018,0.72,0.36,2020-06-12
13:17:47,4.696,0.8028,0.62,0.33,2020-06-12
13:17:48,4.697,0.8031,0.72,0.36,2020-06-12
13:17:49,4.695,0.8031,0.73,0.36,2020-06-12
13:17:50,4.697,0.7998,0.73,0.36,2020-06-12
13:17:51,4.694,0.7978,0.71,0.36,2020-06-12
13:17:52,4.7,0.7937,0.73,0.35,2020-06-12
13:17:53,4.696,0.7949,0.72,0.36,2020-06-12
13:17:54,4.697,0.8042,0.69,0.35,2020-06-12
13:17:55,4.697,0.8059,0.73,0.36,2020-06-12
13:17:56,4.697,0.8079,0.72,0.36,2020-06-12
13:17:57,4.698,0.8082,0.73,0.36,2020-06-12
13:17:58,4.695,0.8084,0.73,0.36,2020-06-12
13:17:59,4.697,0.8079,0.66,0.34,2020-06-12
13:18:00,4.697,0.8079,0.58,0.31,2020-06-12
13:18:01,4.697,0.8079,0.72,0.36,2020-06-12
13:18:02,4.698,0.8055,0.72,0.36,2020-06-12
13:18:03,4.697,0.801,0.71,0.37,2020-06-12
13:18:04,4.696,0.8008,0.7,0.36,2020-06-12
13:18:05,4.694,0.801,0.71,0.36,2020-06-12
13:18:06,4.696,0.8073,0.71,0.35,2020-06-12
13:18:07,4.696,0.8055,0.73,0.36,2020-06-12
13:18:08,4.695,0.805,0.73,0.36,2020-06-12
13:18:09,4.696,0.8028,0.72,0.36,2020-06-12
13:18:10,4.696,0.8004,0.73,0.36,2020-06-12
13:18:11,4.696,0.7988,0.68,0.34,2020-06-12
13:18:12,4.699,0.7976,0.63,0.33,2020-06-12
13:18:13,4.694,0.7976,0.73,0.37,2020-06-12
13:18:14,4.699,0.7965,0.73,0.36,2020-06-12
13:18:15,4.696,0.7905,0.73,0.36,2020-06-12
13:18:16,4.697,0.7921,0.71,0.36,2020-06-12
13:18:17,4.698,0.792,0.71,0.35,2020-06-12
13:18:18,4.694,0.7921,0.72,0.36,2020-06-12
13:18:19,4.699,0.8004,0.68,0.35,2020-06-12
13:18:20,4.699,0.8001,0.72,0.37,2020-06-12
13:18:21,4.695,0.7986,0.72,0.36,2020-06-12
13:18:22,4.696,0.7984,0.72,0.37,2020-06-12
13:18:23,4.697,0.7981,0.71,0.37,2020-06-12
13:18:24,4.697,0.7985,0.65,0.34,2020-06-12
13:18:25,4.697,0.801,0.58,0.31,2020-06-12
13:18:26,4.696,0.801,0.72,0.36,2020-06-12
13:18:27,4.694,0.8006,0.72,0.37,2020-06-12
13:18:28,4.697,0.8002,0.72,0.37,2020-06-12
13:18:29,4.697,0.7963,0.69,0.37,2020-06-12
13:18:30,4.698,0.7978,0.71,0.35,2020-06-12
13:18:31,4.697,0.8042,0.69,0.36,2020-06-12
13:18:32,4.697,0.8044,0.72,0.36,2020-06-12
13:18:33,4.697,0.8043,0.72,0.37,2020-06-12
13:18:34,4.697,0.8041,0.72,0.37,2020-06-12
13:18:35,4.694,0.8038,0.71,0.37,2020-06-12
13:18:36,4.697,0.8038,0.69,0.35,2020-06-12
13:18:37,4.695,0.8034,0.63,0.33,2020-06-12
13:18:38,4.696,0.8034,0.73,0.35,2020-06-12
13:18:39,4.697,0.8014,0.73,0.36,2020-06-12
13:18:40,4.697,0.7957,0.73,0.36,2020-06-12
13:18:41,4.696,0.796,0.72,0.36,2020-06-12
13:18:42,4.694,0.798,0.67,0.37,2020-06-12
13:18:43,4.696,0.799,0.7,0.36,2020-06-12
13:18:44,4.693,0.8065,0.69,0.35,2020-06-12
13:18:45,4.693,0.8063,0.73,0.36,2020-06-12
13:18:46,4.697,0.8063,0.73,0.37,2020-06-12
13:18:47,4.695,0.8079,0.73,0.36,2020-06-12
13:18:48,4.696,0.8083,0.73,0.36,2020-06-12
13:18:49,4.697,0.8087,0.66,0.34,2020-06-12
13:18:50,4.695,0.8085,0.58,0.3,2020-06-12
13:18:51,4.696,0.8085,0.72,0.35,2020-06-12
13:18:52,4.694,0.8049,0.72,0.37,2020-06-12
13:18:53,4.697,0.8006,0.72,0.36,2020-06-12
13:18:54,4.693,0.8003,0.72,0.37,2020-06-12
13:18:55,4.698,0.8024,0.71,0.36,2020-06-12
13:18:56,4.696,0.8101,0.69,0.35,2020-06-12
13:18:57,4.696,0.8134,0.72,0.36,2020-06-12
13:18:58,4.694,0.8144,0.72,0.36,2020-06-12
13:18:59,4.699,0.816,0.72,0.36,2020-06-12
13:19:00,4.696,0.817,0.72,0.36,2020-06-12
13:19:01,4.698,0.8182,0.68,0.35,2020-06-12
13:19:02,4.697,0.8196,0.62,0.33,2020-06-12
13:19:03,4.696,0.8196,0.72,0.35,2020-06-12
13:19:04,4.697,0.8158,0.72,0.36,2020-06-12
13:19:05,4.693,0.8095,0.72,0.36,2020-06-12
13:19:06,4.699,0.8095,0.72,0.36,2020-06-12
13:19:07,4.696,0.813,0.58,0.31,2020-06-12
13:19:08,4.698,0.8203,0.7,0.37,2020-06-12
13:19:09,4.698,0.8233,0.72,0.36,2020-06-12
13:19:10,4.697,0.8243,0.72,0.36,2020-06-12
13:19:11,4.697,0.8261,0.72,0.37,2020-06-12
13:19:12,4.697,0.8282,0.72,0.36,2020-06-12
13:19:13,4.698,0.8316,0.72,0.36,2020-06-12
13:19:14,4.698,0.834,0.66,0.35,2020-06-12
13:19:15,4.702,0.8359,0.58,0.3,2020-06-12
13:19:16,4.699,0.8359,0.72,0.35,2020-06-12
13:19:17,4.702,0.8346,0.72,0.36,2020-06-12
13:19:18,4.7,0.831,0.73,0.36,2020-06-12
13:19:19,4.7,0.8322,0.72,0.37,2020-06-12
13:19:20,4.702,0.8348,0.71,0.36,2020-06-12
13:19:21,4.699,0.8421,0.71,0.36,2020-06-12
13:19:22,4.699,0.8421,0.73,0.36,2020-06-12
13:19:23,4.702,0.842,0.73,0.35,2020-06-12
13:19:24,4.701,0.8417,0.73,0.37,2020-06-12
13:19:25,4.7,0.8413,0.73,0.36,2020-06-12
13:19:26,4.699,0.8416,0.69,0.35,2020-06-12
13:19:27,4.701,0.8419,0.64,0.34,2020-06-12
13:19:28,4.702,0.8419,0.7,0.36,2020-06-12
13:19:29,4.701,0.8415,0.73,0.36,2020-06-12
13:19:30,4.702,0.8346,0.73,0.36,2020-06-12
13:19:31,4.698,0.8326,0.73,0.36,2020-06-12
13:19:32,4.703,0.831,0.73,0.37,2020-06-12
13:19:33,4.699,0.8306,0.72,0.36,2020-06-12
13:19:34,4.702,0.8389,0.68,0.35,2020-06-12
13:19:35,4.702,0.8388,0.72,0.36,2020-06-12
13:19:36,4.698,0.8375,0.72,0.36,2020-06-12
13:19:37,4.7,0.8363,0.72,0.36,2020-06-12
13:19:38,4.697,0.8353,0.69,0.36,2020-06-12
13:19:39,4.702,0.834,0.66,0.35,2020-06-12
13:19:40,4.699,0.834,0.7,0.37,2020-06-12
13:19:41,4.701,0.8316,0.66,0.36,2020-06-12
13:19:42,4.701,0.8298,0.72,0.36,2020-06-12
13:19:43,4.699,0.8267,0.72,0.36,2020-06-12
13:19:44,4.701,0.8251,0.72,0.37,2020-06-12
13:19:45,4.697,0.8252,0.71,0.36,2020-06-12
13:19:46,4.701,0.8306,0.7,0.36,2020-06-12
13:19:47,4.701,0.8303,0.71,0.36,2020-06-12
13:19:48,4.698,0.8304,0.72,0.36,2020-06-12
13:19:49,4.699,0.8304,0.72,0.35,2020-06-12
13:19:50,4.698,0.8307,0.72,0.37,2020-06-12
13:19:51,4.7,0.8308,0.68,0.35,2020-06-12
13:19:52,4.7,0.8336,0.65,0.34,2020-06-12
13:19:53,4.698,0.8336,0.7,0.36,2020-06-12
13:19:54,4.703,0.8334,0.73,0.36,2020-06-12
13:19:55,4.7,0.8302,0.73,0.36,2020-06-12
13:19:56,4.701,0.8322,0.73,0.36,2020-06-12
13:19:57,4.704,0.8344,0.59,0.31,2020-06-12
13:19:58,4.7,0.8438,0.72,0.36,2020-06-12
13:19:59,4.7,0.8452,0.73,0.36,2020-06-12
13:20:00,4.703,0.8456,0.72,0.36,2020-06-12
13:20:01,4.701,0.8455,0.73,0.35,2020-06-12
13:20:02,4.701,0.8444,0.72,0.36,2020-06-12
13:20:03,4.699,0.8446,0.71,0.35,2020-06-12
13:20:04,4.7,0.8443,0.67,0.34,2020-06-12
13:20:05,4.703,0.8443,0.73,0.36,2020-06-12
13:20:06,4.698,0.8415,0.68,0.36,2020-06-12
13:20:07,4.704,0.8367,0.73,0.36,2020-06-12
13:20:08,4.7,0.8355,0.73,0.36,2020-06-12
13:20:09,4.703,0.8371,0.63,0.33,2020-06-12
13:20:10,4.7,0.8434,0.73,0.36,2020-06-12
13:20:11,4.7,0.8434,0.73,0.36,2020-06-12
13:20:12,4.702,0.8423,0.73,0.36,2020-06-12
13:20:13,4.699,0.8425,0.71,0.36,2020-06-12
13:20:14,4.7,0.8426,0.56,0.28,2020-06-12
13:20:15,4.702,0.8429,0.72,0.36,2020-06-12
13:20:16,4.699,0.8429,0.73,0.36,2020-06-12
13:20:17,4.703,0.8407,0.73,0.36,2020-06-12
13:20:18,4.699,0.835,0.73,0.36,2020-06-12
13:20:19,4.704,0.8349,0.73,0.36,2020-06-12
13:20:20,4.7,0.8369,0.7,0.35,2020-06-12
13:20:21,4.701,0.844,0.66,0.34,2020-06-12
13:20:22,4.701,0.8437,0.73,0.37,2020-06-12
13:20:23,4.702,0.8437,0.73,0.36,2020-06-12
13:20:24,4.7,0.8433,0.73,0.36,2020-06-12
13:20:25,4.699,0.8434,0.72,0.36,2020-06-12
13:20:26,4.701,0.8435,0.7,0.36,2020-06-12
13:20:27,4.701,0.8435,0.72,0.36,2020-06-12
13:20:28,4.7,0.8436,0.71,0.35,2020-06-12
13:20:29,4.703,0.8436,0.73,0.36,2020-06-12
13:20:30,4.7,0.8415,0.73,0.36,2020-06-12
13:20:31,4.702,0.8361,0.73,0.37,2020-06-12
13:20:32,4.702,0.8351,0.73,0.36,2020-06-12
13:20:33,4.699,0.833,0.68,0.34,2020-06-12
13:20:34,4.702,0.8399,0.62,0.33,2020-06-12
13:20:35,4.702,0.8396,0.72,0.37,2020-06-12
13:20:36,4.7,0.8392,0.72,0.36,2020-06-12
13:20:37,4.699,0.8392,0.72,0.37,2020-06-12
13:20:38,4.7,0.8396,0.7,0.37,2020-06-12
13:20:39,4.7,0.8396,0.56,0.3,2020-06-12
13:20:40,4.699,0.8394,0.7,0.36,2020-06-12
13:20:41,4.703,0.8394,0.72,0.36,2020-06-12
13:20:42,4.701,0.8369,0.72,0.37,2020-06-12
13:20:43,4.699,0.8334,0.72,0.37,2020-06-12
13:20:44,4.703,0.8324,0.73,0.36,2020-06-12
13:20:45,4.698,0.8334,0.7,0.36,2020-06-12
13:20:46,4.703,0.8407,0.65,0.33,2020-06-12
13:20:47,4.703,0.8406,0.72,0.36,2020-06-12
13:20:48,4.7,0.8405,0.72,0.36,2020-06-12
13:20:49,4.7,0.8406,0.73,0.36,2020-06-12
13:20:50,4.702,0.8421,0.73,0.36,2020-06-12
13:20:51,4.701,0.8419,0.62,0.33,2020-06-12
13:20:52,4.703,0.8421,0.71,0.36,2020-06-12
13:20:53,4.699,0.8421,0.72,0.36,2020-06-12
13:20:54,4.702,0.8397,0.72,0.36,2020-06-12
13:20:55,4.699,0.8346,0.72,0.36,2020-06-12
13:20:56,4.704,0.8348,0.72,0.37,2020-06-12
13:20:57,4.7,0.8361,0.72,0.36,2020-06-12
13:20:58,4.7,0.8358,0.67,0.35,2020-06-12
13:20:59,4.703,0.8434,0.64,0.32,2020-06-12
13:21:00,4.703,0.8437,0.73,0.35,2020-06-12
13:21:01,4.7,0.8436,0.73,0.36,2020-06-12
13:21:02,4.7,0.8438,0.73,0.36,2020-06-12
13:21:03,4.7,0.8438,0.73,0.36,2020-06-12
13:21:04,4.701,0.8437,0.59,0.31,2020-06-12
13:21:05,4.7,0.8437,0.72,0.36,2020-06-12
13:21:06,4.703,0.8437,0.73,0.36,2020-06-12
13:21:07,4.701,0.8409,0.73,0.36,2020-06-12
13:21:08,4.7,0.835,0.73,0.37,2020-06-12
13:21:09,4.703,0.8347,0.73,0.36,2020-06-12
13:21:10,4.699,0.8326,0.7,0.36,2020-06-12
13:21:11,4.701,0.8385,0.65,0.34,2020-06-12
13:21:12,4.701,0.8385,0.72,0.36,2020-06-12
13:21:13,4.699,0.8387,0.72,0.35,2020-06-12
13:21:14,4.699,0.8399,0.72,0.36,2020-06-12
13:21:15,4.7,0.84,0.72,0.37,2020-06-12
13:21:16,4.7,0.8395,0.72,0.37,2020-06-12
13:21:17,4.701,0.8394,0.71,0.36,2020-06-12
13:21:18,4.701,0.8389,0.71,0.35,2020-06-12
13:21:19,4.702,0.8389,0.73,0.36,2020-06-12
13:21:20,4.702,0.8357,0.73,0.36,2020-06-12
13:21:21,4.701,0.8296,0.73,0.37,2020-06-12
13:21:22,4.7,0.8284,0.73,0.36,2020-06-12
13:21:23,4.702,0.8286,0.69,0.35,2020-06-12
13:21:24,4.699,0.8351,0.63,0.33,2020-06-12
13:21:25,4.699,0.8352,0.73,0.35,2020-06-12
13:21:26,4.702,0.8365,0.72,0.36,2020-06-12
13:21:27,4.701,0.8383,0.72,0.36,2020-06-12
13:21:28,4.702,0.8395,0.72,0.36,2020-06-12
13:21:29,4.7,0.8409,0.58,0.31,2020-06-12
13:21:30,4.699,0.8411,0.72,0.36,2020-06-12
13:21:31,4.704,0.8411,0.71,0.37,2020-06-12
13:21:32,4.699,0.8391,0.72,0.36,2020-06-12
13:21:33,4.704,0.8338,0.72,0.36,2020-06-12
13:21:34,4.701,0.8339,0.72,0.36,2020-06-12
13:21:35,4.699,0.8338,0.69,0.36,2020-06-12
13:21:36,4.703,0.8423,0.66,0.35,2020-06-12
13:21:37,4.703,0.8436,0.7,0.37,2020-06-12
13:21:38,4.7,0.8438,0.72,0.34,2020-06-12
13:21:39,4.701,0.8441,0.72,0.36,2020-06-12
13:21:40,4.701,0.8456,0.72,0.36,2020-06-12
13:21:41,4.702,0.8457,0.62,0.33,2020-06-12
13:21:42,4.701,0.8458,0.71,0.36,2020-06-12
13:21:43,4.701,0.8458,0.72,0.36,2020-06-12
13:21:44,4.702,0.8432,0.71,0.36,2020-06-12
13:21:45,4.701,0.8375,0.72,0.36,2020-06-12
13:21:46,4.703,0.8375,0.72,0.37,2020-06-12
13:21:47,4.7,0.8378,0.72,0.36,2020-06-12
13:21:48,4.703,0.8375,0.72,0.36,2020-06-12
13:21:49,4.702,0.8387,0.71,0.37,2020-06-12
13:21:50,4.699,0.8434,0.66,0.37,2020-06-12
13:21:51,4.7,0.8383,0.72,0.36,2020-06-12
13:21:52,4.7,0.8387,0.67,0.35,2020-06-12
13:21:53,4.704,0.8462,0.62,0.32,2020-06-12
13:21:54,4.704,0.8452,0.72,0.37,2020-06-12
13:21:55,4.701,0.8453,0.72,0.37,2020-06-12
13:21:56,4.703,0.8454,0.71,0.37,2020-06-12
13:21:57,4.702,0.8457,0.71,0.36,2020-06-12
13:21:58,4.7,0.8456,0.55,0.3,2020-06-12
13:21:59,4.7,0.8458,0.7,0.35,2020-06-12
13:22:00,4.699,0.8458,0.72,0.36,2020-06-12
13:22:01,4.701,0.8432,0.72,0.37,2020-06-12
13:22:02,4.7,0.8383,0.68,0.37,2020-06-12
13:22:03,4.703,0.838,0.72,0.36,2020-06-12
13:22:04,4.702,0.8391,0.69,0.35,2020-06-12
13:22:05,4.702,0.847,0.66,0.34,2020-06-12
13:22:06,4.702,0.8472,0.73,0.36,2020-06-12
13:22:07,4.702,0.8472,0.73,0.36,2020-06-12
13:22:08,4.702,0.8472,0.73,0.36,2020-06-12
13:22:09,4.699,0.8474,0.72,0.36,2020-06-12
13:22:10,4.702,0.8473,0.72,0.36,2020-06-12
13:22:11,4.702,0.8476,0.72,0.36,2020-06-12
13:22:12,4.701,0.8475,0.7,0.36,2020-06-12
13:22:13,4.703,0.8475,0.73,0.36,2020-06-12
13:22:14,4.702,0.8454,0.73,0.36,2020-06-12
13:22:15,4.701,0.8401,0.68,0.36,2020-06-12
13:22:16,4.701,0.8399,0.73,0.36,2020-06-12
13:22:17,4.7,0.8409,0.68,0.34,2020-06-12
13:22:18,4.699,0.8478,0.63,0.32,2020-06-12
13:22:19,4.699,0.8478,0.73,0.37,2020-06-12
13:22:20,4.702,0.8478,0.73,0.36,2020-06-12
13:22:22,4.699,0.8479,0.73,0.36,2020-06-12
13:22:23,4.702,0.848,0.71,0.37,2020-06-12
13:22:24,4.703,0.8484,0.57,0.28,2020-06-12
13:22:25,4.702,0.8484,0.72,0.36,2020-06-12
13:22:26,4.701,0.8484,0.73,0.36,2020-06-12
13:22:27,4.7,0.8464,0.73,0.36,2020-06-12
13:22:28,4.701,0.8405,0.73,0.37,2020-06-12
13:22:29,4.699,0.8408,0.73,0.36,2020-06-12
13:22:30,4.702,0.8454,0.7,0.35,2020-06-12
13:22:31,4.7,0.8488,0.66,0.34,2020-06-12
13:22:32,4.7,0.8491,0.73,0.36,2020-06-12
13:22:33,4.702,0.8492,0.73,0.36,2020-06-12
13:22:34,4.701,0.8493,0.73,0.36,2020-06-12
13:22:35,4.7,0.8493,0.73,0.36,2020-06-12
13:22:36,4.702,0.8496,0.7,0.36,2020-06-12
13:22:37,4.699,0.8498,0.72,0.36,2020-06-12
13:22:38,4.701,0.8496,0.69,0.36,2020-06-12
13:22:39,4.699,0.8496,0.72,0.36,2020-06-12
13:22:40,4.702,0.8468,0.72,0.37,2020-06-12
13:22:41,4.699,0.8411,0.72,0.37,2020-06-12
13:22:42,4.702,0.8412,0.71,0.37,2020-06-12
13:22:43,4.7,0.8412,0.71,0.36,2020-06-12
13:22:44,4.699,0.8412,0.63,0.33,2020-06-12
13:22:45,4.701,0.849,0.72,0.36,2020-06-12
13:22:46,4.701,0.8492,0.73,0.36,2020-06-12
13:22:47,4.698,0.8492,0.72,0.36,2020-06-12
13:22:48,4.702,0.8496,0.73,0.36,2020-06-12
13:22:49,4.699,0.8495,0.56,0.3,2020-06-12
13:22:50,4.703,0.8494,0.7,0.35,2020-06-12
13:22:51,4.699,0.8494,0.72,0.36,2020-06-12
13:22:52,4.702,0.8468,0.72,0.37,2020-06-12
13:22:53,4.7,0.8409,0.72,0.36,2020-06-12
13:22:54,4.699,0.841,0.72,0.36,2020-06-12
13:22:55,4.702,0.8413,0.68,0.36,2020-06-12
13:22:56,4.697,0.8494,0.65,0.33,2020-06-12
13:22:57,4.697,0.8495,0.72,0.36,2020-06-12
13:22:58,4.702,0.8496,0.72,0.36,2020-06-12
13:22:59,4.699,0.8496,0.72,0.36,2020-06-12
13:23:00,4.701,0.8496,0.72,0.36,2020-06-12
13:23:01,4.702,0.8497,0.61,0.33,2020-06-12
13:23:02,4.7,0.8493,0.71,0.37,2020-06-12
13:23:03,4.7,0.8493,0.72,0.36,2020-06-12
13:23:04,4.699,0.847,0.72,0.36,2020-06-12
13:23:05,4.702,0.8407,0.72,0.37,2020-06-12
13:23:06,4.697,0.841,0.72,0.37,2020-06-12
13:23:07,4.703,0.8411,0.7,0.36,2020-06-12
13:23:08,4.699,0.848,0.67,0.35,2020-06-12
13:23:09,4.699,0.8478,0.72,0.36,2020-06-12
13:23:10,4.702,0.8466,0.72,0.35,2020-06-12
13:23:11,4.7,0.8462,0.72,0.36,2020-06-12
13:23:12,4.699,0.8442,0.72,0.37,2020-06-12
13:23:13,4.702,0.8438,0.72,0.37,2020-06-12
13:23:14,4.7,0.8437,0.56,0.31,2020-06-12
13:23:15,4.7,0.8434,0.7,0.36,2020-06-12
13:23:16,4.697,0.8434,0.72,0.36,2020-06-12
13:23:17,4.7,0.8401,0.72,0.36,2020-06-12
13:23:18,4.7,0.8357,0.72,0.37,2020-06-12
13:23:19,4.701,0.834,0.72,0.36,2020-06-12
13:23:20,4.702,0.8351,0.71,0.37,2020-06-12
13:23:21,4.701,0.832,0.65,0.35,2020-06-12
13:23:22,4.698,0.8393,0.59,0.3,2020-06-12
13:23:23,4.698,0.8393,0.73,0.35,2020-06-12
13:23:24,4.701,0.8405,0.72,0.37,2020-06-12
13:23:25,4.701,0.8407,0.72,0.36,2020-06-12
13:23:26,4.698,0.8405,0.72,0.37,2020-06-12
13:23:27,4.701,0.8385,0.71,0.36,2020-06-12
13:23:28,4.704,0.8361,0.71,0.35,2020-06-12
13:23:29,4.699,0.8361,0.73,0.36,2020-06-12
13:23:30,4.704,0.835,0.73,0.36,2020-06-12
13:23:31,4.701,0.8302,0.73,0.37,2020-06-12
13:23:32,4.699,0.8314,0.73,0.36,2020-06-12
13:23:33,4.698,0.8328,0.69,0.35,2020-06-12
13:23:34,4.7,0.8409,0.63,0.33,2020-06-12
13:23:35,4.7,0.8408,0.73,0.35,2020-06-12
13:23:36,4.699,0.8406,0.73,0.36,2020-06-12
13:23:37,4.702,0.8402,0.73,0.36,2020-06-12
13:23:38,4.7,0.8397,0.73,0.36,2020-06-12
13:23:39,4.7,0.8379,0.73,0.37,2020-06-12
13:23:40,4.701,0.8377,0.72,0.36,2020-06-12
13:23:41,4.7,0.8376,0.69,0.35,2020-06-12
13:23:42,4.699,0.8376,0.73,0.36,2020-06-12
13:23:43,4.701,0.8348,0.73,0.36,2020-06-12
13:23:44,4.699,0.8294,0.73,0.36,2020-06-12
13:23:45,4.702,0.8292,0.73,0.36,2020-06-12
13:23:46,4.699,0.8282,0.67,0.35,2020-06-12
13:23:47,4.703,0.8344,0.59,0.31,2020-06-12
13:23:48,4.703,0.833,0.73,0.35,2020-06-12
13:23:49,4.7,0.8327,0.73,0.36,2020-06-12
13:23:50,4.699,0.8328,0.73,0.36,2020-06-12
13:23:51,4.7,0.8338,0.73,0.36,2020-06-12
13:23:52,4.7,0.8336,0.72,0.36,2020-06-12
13:23:53,4.7,0.8322,0.69,0.35,2020-06-12
13:23:54,4.7,0.8322,0.72,0.36,2020-06-12
13:23:55,4.7,0.8276,0.72,0.36,2020-06-12
13:23:56,4.698,0.8215,0.72,0.37,2020-06-12
13:23:57,4.702,0.8213,0.72,0.37,2020-06-12
13:23:58,4.697,0.8212,0.72,0.37,2020-06-12
13:23:59,4.703,0.8207,0.63,0.34,2020-06-12
13:24:00,4.699,0.8273,0.54,0.29,2020-06-12
13:24:01,4.699,0.8273,0.73,0.36,2020-06-12
13:24:02,4.701,0.8286,0.73,0.36,2020-06-12
13:24:03,4.7,0.8306,0.73,0.36,2020-06-12
13:24:04,4.7,0.8334,0.73,0.37,2020-06-12
13:24:05,4.7,0.8355,0.72,0.36,2020-06-12
13:24:06,4.7,0.8373,0.68,0.35,2020-06-12
13:24:07,4.702,0.8373,0.71,0.35,2020-06-12
13:24:08,4.7,0.8389,0.72,0.36,2020-06-12
13:24:09,4.7,0.8326,0.72,0.36,2020-06-12
13:24:10,4.697,0.833,0.72,0.37,2020-06-12
13:24:11,4.701,0.8353,0.73,0.36,2020-06-12
13:24:12,4.699,0.8352,0.6,0.32,2020-06-12
13:24:13,4.701,0.843,0.71,0.36,2020-06-12
13:24:14,4.701,0.8431,0.72,0.36,2020-06-12
13:24:15,4.7,0.8433,0.72,0.35,2020-06-12
13:24:16,4.699,0.843,0.72,0.36,2020-06-12
13:24:17,4.702,0.8431,0.72,0.36,2020-06-12
13:24:18,4.698,0.843,0.69,0.36,2020-06-12
13:24:19,4.701,0.8425,0.66,0.35,2020-06-12
13:24:20,4.697,0.8425,0.71,0.36,2020-06-12
13:24:21,4.7,0.8385,0.72,0.35,2020-06-12
13:24:22,4.697,0.832,0.72,0.36,2020-06-12
13:24:23,4.701,0.8319,0.72,0.37,2020-06-12
13:24:24,4.701,0.8318,0.72,0.37,2020-06-12
13:24:25,4.7,0.8314,0.55,0.3,2020-06-12
13:24:26,4.699,0.8383,0.7,0.36,2020-06-12
13:24:27,4.699,0.8384,0.72,0.36,2020-06-12
13:24:28,4.699,0.8386,0.72,0.36,2020-06-12
13:24:29,4.701,0.8384,0.72,0.37,2020-06-12
13:24:30,4.697,0.8382,0.72,0.37,2020-06-12
13:24:31,4.701,0.8382,0.69,0.35,2020-06-12
13:24:32,4.7,0.838,0.63,0.34,2020-06-12
13:24:33,4.7,0.838,0.72,0.36,2020-06-12
13:24:34,4.701,0.8355,0.72,0.36,2020-06-12
13:24:35,4.701,0.8298,0.72,0.37,2020-06-12
13:24:36,4.699,0.8326,0.72,0.37,2020-06-12
13:24:37,4.697,0.8294,0.6,0.32,2020-06-12
13:24:38,4.7,0.8385,0.7,0.36,2020-06-12
13:24:39,4.7,0.8386,0.71,0.37,2020-06-12
13:24:40,4.698,0.8385,0.72,0.36,2020-06-12
13:24:41,4.701,0.8388,0.72,0.37,2020-06-12
13:24:42,4.7,0.8392,0.72,0.36,2020-06-12
13:24:43,4.699,0.8394,0.7,0.35,2020-06-12
13:24:44,4.699,0.8405,0.67,0.35,2020-06-12
13:24:45,4.699,0.8405,0.7,0.37,2020-06-12
13:24:46,4.7,0.8387,0.72,0.35,2020-06-12
13:24:47,4.697,0.835,0.72,0.35,2020-06-12
13:24:48,4.701,0.834,0.73,0.36,2020-06-12
13:24:49,4.697,0.8337,0.72,0.36,2020-06-12
13:24:50,4.701,0.834,0.57,0.3,2020-06-12
13:24:51,4.7,0.8419,0.7,0.36,2020-06-12
13:24:52,4.7,0.8422,0.73,0.36,2020-06-12
13:24:53,4.698,0.8421,0.72,0.35,2020-06-12
13:24:54,4.7,0.8423,0.72,0.36,2020-06-12
13:24:55,4.698,0.8422,0.72,0.37,2020-06-12
13:24:56,4.701,0.8422,0.72,0.36,2020-06-12
13:24:57,4.699,0.8424,0.65,0.34,2020-06-12
13:24:58,4.702,0.8424,0.56,0.31,2020-06-12
13:24:59,4.698,0.8424,0.72,0.36,2020-06-12
13:25:00,4.701,0.8409,0.72,0.36,2020-06-12
13:25:01,4.701,0.8387,0.72,0.36,2020-06-12
13:25:02,4.697,0.8355,0.72,0.37,2020-06-12
13:25:03,4.702,0.8371,0.72,0.37,2020-06-12
13:25:04,4.697,0.8375,0.69,0.36,2020-06-12
13:25:05,4.7,0.8446,0.66,0.34,2020-06-12
13:25:06,4.7,0.8456,0.73,0.35,2020-06-12
13:25:07,4.697,0.8458,0.73,0.35,2020-06-12
13:25:08,4.699,0.8456,0.73,0.36,2020-06-12
13:25:09,4.702,0.8455,0.73,0.36,2020-06-12
13:25:10,4.699,0.8453,0.63,0.33,2020-06-12
13:25:11,4.701,0.8453,0.71,0.36,2020-06-12
13:25:12,4.697,0.8453,0.72,0.36,2020-06-12
13:25:13,4.701,0.8425,0.72,0.36,2020-06-12
13:25:14,4.698,0.8383,0.72,0.37,2020-06-12
13:25:15,4.701,0.8379,0.72,0.37,2020-06-12
13:25:16,4.699,0.8378,0.72,0.36,2020-06-12
13:25:17,4.699,0.8389,0.71,0.37,2020-06-12
