Read times,Voltage(V),Current(A),Power (W),,,
2185,4.984,0.0319,0.1589896,,,
2186,4.984,0.0307,0.1530088,,,
2187,4.98,0.0307,0.152886,,,
2188,4.98,0.0319,0.158862,,,
2189,4.984,0.0319,0.1589896,,,
2190,4.984,0.03,0.14952,,,
2191,4.975,0.03,0.14925,,,
2192,4.975,0.0317,0.1577075,,,
2193,4.984,0.0317,0.1579928,,,
2194,4.984,0.0302,0.1505168,,,
2195,4.975,0.0302,0.150245,,,
2196,4.975,0.0321,0.1596975,,,
2197,4.985,0.0321,0.1600185,,,
2198,4.985,0.0339,0.1689915,,,
2199,4.975,0.0339,0.1686525,,,
2200,4.975,0.0313,0.1557175,,,
2201,4.984,0.0313,0.1559992,,,
2202,4.984,0.0339,0.1689576,,,
2203,4.975,0.0339,0.1686525,,,
2204,4.975,0.0313,0.1557175,,,
2205,4.984,0.0313,0.1559992,,,
2206,4.984,0.0339,0.1689576,,,
2207,4.975,0.0339,0.1686525,,,
2208,4.975,0.0313,0.1557175,,,
2209,4.984,0.0313,0.1559992,,,
2210,4.984,0.0339,0.1689576,,,
2211,4.976,0.0339,0.1686864,,,
2212,4.976,0.0302,0.1502752,,,
2213,4.984,0.0302,0.1505168,,,
2214,4.984,0.0341,0.1699544,,,
2215,4.976,0.0341,0.1696816,,,
2216,4.976,0.0302,0.1502752,,,
2217,4.984,0.0302,0.1505168,,,
2218,4.984,0.0333,0.1659672,,,
2219,4.978,0.0333,0.1657674,,,
2220,4.978,0.03,0.14934,,,
2221,4.984,0.03,0.14952,,,
2222,4.984,0.0333,0.1659672,,,
2223,4.978,0.0333,0.1657674,,,
2224,4.978,0.0305,0.151829,,,
2225,4.985,0.0305,0.1520425,,,
2226,4.985,0.0349,0.1739765,,,
2227,4.978,0.0349,0.1737322,,,
2228,4.978,0.0302,0.1503356,,,
2229,4.985,0.0302,0.150547,,,
2230,4.985,0.0349,0.1739765,,,
2231,4.978,0.0349,0.1737322,,,
2232,4.978,0.0294,0.1463532,,,
2233,4.984,0.0294,0.1465296,,,
2234,4.984,0.0349,0.1739416,,,
2235,4.978,0.0349,0.1737322,,,
2236,4.978,0.0292,0.1453576,,,
2237,4.984,0.0292,0.1455328,,,
2238,4.984,0.0349,0.1739416,,,
2239,4.979,0.0349,0.1737671,,,
2240,4.979,0.03,0.14937,,,
2241,4.984,0.03,0.14952,,,
2242,4.984,0.0351,0.1749384,,,
2243,4.979,0.0351,0.1747629,,,
2244,4.979,0.03,0.14937,,,
2245,4.983,0.03,0.14949,,,
2246,4.983,0.0353,0.1758999,,,
2247,4.979,0.0353,0.1757587,,,
2248,4.979,0.0302,0.1503658,,,
2249,4.984,0.0302,0.1505168,,,
2250,4.984,0.0343,0.1709512,,,
2251,4.983,0.0343,0.1709169,,,
2252,4.983,0.0302,0.1504866,,,
2253,4.985,0.0302,0.150547,,,
2254,4.985,0.059,0.294115,,,
2255,4.983,0.059,0.293997,,,
2256,4.983,0.0302,0.1504866,,,
2257,4.984,0.0302,0.1505168,,,
2258,4.984,0.059,0.294056,,,
2259,4.983,0.059,0.293997,,,
2260,4.983,0.0302,0.1504866,,,
2261,4.985,0.0302,0.150547,,,
2262,4.985,0.059,0.294115,,,
2263,4.983,0.059,0.293997,,,
2264,4.983,0.0294,0.1465002,,,
2265,4.984,0.0294,0.1465296,,,
2266,4.984,0.059,0.294056,,,
2267,4.983,0.059,0.293997,,,
2268,4.983,0.03,0.14949,,,
2269,4.984,0.03,0.14952,,,
2270,4.984,0.059,0.294056,,,
2271,4.984,0.059,0.294056,,,
2272,4.984,0.0298,0.1485232,,,
2273,4.984,0.0298,0.1485232,,,
2274,4.984,0.059,0.294056,,,
2275,4.984,0.059,0.294056,,,
2276,4.984,0.03,0.14952,,,
2277,4.984,0.03,0.14952,,,
2278,4.984,0.0584,0.2910656,,,
2279,4.983,0.0584,0.2910072,,,
2280,4.983,0.03,0.14949,,,
2281,4.984,0.03,0.14952,,,
2282,4.984,0.0584,0.2910656,,,
2283,4.983,0.0584,0.2910072,,,
2284,4.983,0.03,0.14949,,,
2285,4.984,0.03,0.14952,,,
2286,4.984,0.0862,0.4296208,,,
2287,4.984,0.0862,0.4296208,,,
2288,4.984,0.0302,0.1505168,,,
2289,4.985,0.0302,0.150547,,,
2290,4.985,0.0862,0.429707,,,
2291,4.984,0.0862,0.4296208,,,
2292,4.984,0.0294,0.1465296,,,
2293,4.983,0.0294,0.1465002,,,
2294,4.983,0.0864,0.4305312,,,
2295,4.983,0.0864,0.4305312,,,
2296,4.983,0.03,0.14949,,,
2297,4.983,0.03,0.14949,,,
2298,4.983,0.0864,0.4305312,,,
2299,4.984,0.0864,0.4306176,,,
2300,4.984,0.0298,0.1485232,,,
2301,4.983,0.0298,0.1484934,,,
2302,4.983,0.0864,0.4305312,,,
2303,4.984,0.0864,0.4306176,,,
2304,4.984,0.0302,0.1505168,,,
2305,4.983,0.0302,0.1504866,,,
2306,4.983,0.0856,0.4265448,,,
2307,4.984,0.0856,0.4266304,,,
2308,4.984,0.0302,0.1505168,,,
2309,4.983,0.0302,0.1504866,,,
2310,4.983,0.0858,0.4275414,,,
2311,4.984,0.0858,0.4276272,,,
2312,4.984,0.0317,0.1579928,,,
2313,4.984,0.0317,0.1579928,,,
2314,4.984,0.0702,0.3498768,,,
2315,4.984,0.0702,0.3498768,,,
2316,4.984,0.0302,0.1505168,,,
2317,4.984,0.0302,0.1505168,,,
2318,4.984,0.0706,0.3518704,,,
2319,4.984,0.0706,0.3518704,,,
2320,4.984,0.0294,0.1465296,,,
2321,4.983,0.0294,0.1465002,,,
2322,4.983,0.0706,0.3517998,,,
2323,4.984,0.0706,0.3518704,,,
2324,4.984,0.0294,0.1465296,,,
2325,4.983,0.0294,0.1465002,,,
2326,4.983,0.0704,0.3508032,,,
2327,4.984,0.0704,0.3508736,,,
2328,4.984,0.0296,0.1475264,,,
2329,4.983,0.0296,0.1474968,,,
2330,4.983,0.0704,0.3508032,,,
2331,4.985,0.0704,0.350944,,,
2332,4.985,0.0302,0.150547,,,
2333,4.983,0.0302,0.1504866,,,
2334,4.983,0.0702,0.3498066,,,
2335,4.985,0.0702,0.349947,,,
2336,4.985,0.0302,0.150547,,,
2337,4.983,0.0302,0.1504866,,,
2338,4.983,0.0694,0.3458202,,,
2339,4.984,0.0694,0.3458896,,,
2340,4.984,0.0319,0.1589896,,,
2341,4.983,0.0319,0.1589577,,,
2342,4.983,0.0694,0.3458202,,,
2343,4.984,0.0694,0.3458896,,,
2344,4.984,0.0302,0.1505168,,,
2345,4.984,0.0302,0.1505168,,,
2346,4.984,0.0373,0.1859032,,,
2347,4.984,0.0373,0.1859032,,,
2348,4.984,0.0302,0.1505168,,,
2349,4.984,0.0302,0.1505168,,,
2350,4.984,0.0371,0.1849064,,,
2351,4.984,0.0371,0.1849064,,,
2352,4.984,0.0294,0.1465296,,,
2353,4.98,0.0294,0.146412,,,
2354,4.98,0.0373,0.185754,,,
2355,4.984,0.0373,0.1859032,,,
2356,4.984,0.0294,0.1465296,,,
2357,4.98,0.0294,0.146412,,,
2358,4.98,0.0371,0.184758,,,
2359,4.985,0.0371,0.1849435,,,
2360,4.985,0.0303,0.1510455,,,
2361,4.979,0.0303,0.1508637,,,
2362,4.979,0.0363,0.1807377,,,
2363,4.984,0.0363,0.1809192,,,
2364,4.984,0.0305,0.152012,,,
2365,4.98,0.0305,0.15189,,,
2366,4.98,0.0359,0.178782,,,
2367,4.984,0.0359,0.1789256,,,
2368,4.984,0.0305,0.152012,,,
2369,4.979,0.0305,0.1518595,,,
2370,4.979,0.0355,0.1767545,,,
2371,4.984,0.0355,0.176932,,,
2372,4.984,0.0305,0.152012,,,
2373,4.979,0.0305,0.1518595,,,
2374,4.979,0.0353,0.1757587,,,
2375,4.984,0.0353,0.1759352,,,
2376,4.984,0.0305,0.152012,,,
2377,4.98,0.0305,0.15189,,,
2378,4.98,0.0321,0.159858,,,
2379,4.984,0.0321,0.1599864,,,
2380,4.984,0.03,0.14952,,,
2381,4.975,0.03,0.14925,,,
2382,4.975,0.0321,0.1596975,,,
2383,4.984,0.0321,0.1599864,,,
2384,4.984,0.0305,0.152012,,,
2385,4.975,0.0305,0.1517375,,,
2386,4.975,0.0321,0.1596975,,,
2387,4.984,0.0321,0.1599864,,,
2388,4.984,0.03,0.14952,,,
2389,4.975,0.03,0.14925,,,
2390,4.975,0.0321,0.1596975,,,
2391,4.985,0.0321,0.1600185,,,
2392,4.985,0.0333,0.1660005,,,
2393,4.975,0.0333,0.1656675,,,
2394,4.975,0.0321,0.1596975,,,
2395,4.984,0.0321,0.1599864,,,
2396,4.984,0.0337,0.1679608,,,
2397,4.975,0.0337,0.1676575,,,
2398,4.975,0.0315,0.1567125,,,
2399,4.984,0.0315,0.156996,,,
2400,4.984,0.0339,0.1689576,,,
2401,4.975,0.0339,0.1686525,,,
2402,4.975,0.0315,0.1567125,,,
2403,4.984,0.0315,0.156996,,,
2404,4.984,0.0337,0.1679608,,,
2405,4.976,0.0337,0.1676912,,,
2406,4.976,0.0305,0.151768,,,
2407,4.984,0.0305,0.152012,,,
2408,4.984,0.0337,0.1679608,,,
2409,4.976,0.0337,0.1676912,,,
2410,4.976,0.0302,0.1502752,,,
2411,4.984,0.0302,0.1505168,,,
2412,4.984,0.0335,0.166964,,,
2413,4.977,0.0335,0.1667295,,,
2414,4.977,0.0302,0.1503054,,,
2415,4.984,0.0302,0.1505168,,,
2416,4.984,0.0329,0.1639736,,,
2417,4.977,0.0329,0.1637433,,,
2418,4.977,0.0302,0.1503054,,,
2419,4.984,0.0302,0.1505168,,,
2420,4.984,0.0347,0.1729448,,,
2421,4.977,0.0347,0.1727019,,,
2422,4.977,0.0302,0.1503054,,,
2423,4.984,0.0302,0.1505168,,,
2424,4.984,0.0349,0.1739416,,,
2425,4.977,0.0349,0.1736973,,,
2426,4.977,0.0294,0.1463238,,,
2427,4.984,0.0294,0.1465296,,,
2428,4.984,0.0351,0.1749384,,,
2429,4.977,0.0351,0.1746927,,,
2430,4.977,0.0294,0.1463238,,,
2431,4.984,0.0294,0.1465296,,,
2432,4.984,0.0349,0.1739416,,,
2433,4.978,0.0349,0.1737322,,,
2434,4.978,0.03,0.14934,,,
2435,4.984,0.03,0.14952,,,
2436,4.984,0.0349,0.1739416,,,
2437,4.978,0.0349,0.1737322,,,
2438,4.978,0.03,0.14934,,,
2439,4.984,0.03,0.14952,,,
2440,4.984,0.0343,0.1709512,,,
2441,4.982,0.0343,0.1708826,,,
2442,4.982,0.03,0.14946,,,
2443,4.984,0.03,0.14952,,,
2444,4.984,0.0343,0.1709512,,,
2445,4.982,0.0343,0.1708826,,,
2446,4.982,0.0302,0.1504564,,,
2447,4.985,0.0302,0.150547,,,
2448,4.985,0.0538,0.268193,,,
2449,4.982,0.0538,0.2680316,,,
2450,4.982,0.0302,0.1504564,,,
2451,4.985,0.0302,0.150547,,,
2452,4.985,0.0538,0.268193,,,
2453,4.982,0.0538,0.2680316,,,
2454,4.982,0.0302,0.1504564,,,
2455,4.985,0.0302,0.150547,,,
2456,4.985,0.0536,0.267196,,,
2457,4.982,0.0536,0.2670352,,,
2458,4.982,0.0294,0.1464708,,,
2459,4.984,0.0294,0.1465296,,,
2460,4.984,0.0538,0.2681392,,,
2461,4.983,0.0538,0.2680854,,,
2462,4.983,0.03,0.14949,,,
2463,4.984,0.03,0.14952,,,
2464,4.984,0.0538,0.2681392,,,
2465,4.983,0.0538,0.2680854,,,
2466,4.983,0.0302,0.1504866,,,
2467,4.984,0.0302,0.1505168,,,
2468,4.984,0.0536,0.2671424,,,
2469,4.983,0.0536,0.2670888,,,
2470,4.983,0.0302,0.1504866,,,
2471,4.984,0.0302,0.1505168,,,
2472,4.984,0.0529,0.2636536,,,
2473,4.984,0.0529,0.2636536,,,
2474,4.984,0.0302,0.1505168,,,
2475,4.984,0.0302,0.1505168,,,
2476,4.984,0.0531,0.2646504,,,
2477,4.983,0.0531,0.2645973,,,
2478,4.983,0.0317,0.1579611,,,
2479,4.984,0.0317,0.1579928,,,
2480,4.984,0.085,0.42364,,,
2481,4.983,0.085,0.423555,,,
2482,4.983,0.03,0.14949,,,
2483,4.984,0.03,0.14952,,,
2484,4.984,0.0848,0.4226432,,,
2485,4.983,0.0848,0.4225584,,,
2486,4.983,0.0302,0.1504866,,,
2487,4.984,0.0302,0.1505168,,,
2488,4.984,0.085,0.42364,,,
2489,4.983,0.085,0.423555,,,
2490,4.983,0.0296,0.1474968,,,
2491,4.983,0.0296,0.1474968,,,
2492,4.983,0.0852,0.4245516,,,
2493,4.984,0.0852,0.4246368,,,
2494,4.984,0.03,0.14952,,,
2495,4.983,0.03,0.14949,,,
2496,4.983,0.0852,0.4245516,,,
2497,4.984,0.0852,0.4246368,,,
2498,4.984,0.03,0.14952,,,
2499,4.983,0.03,0.14949,,,
2500,4.983,0.0854,0.4255482,,,
2501,4.984,0.0854,0.4256336,,,
2502,4.984,0.0302,0.1505168,,,
2503,4.983,0.0302,0.1504866,,,
2504,4.983,0.0846,0.4215618,,,
2505,4.984,0.0846,0.4216464,,,
2506,4.984,0.0302,0.1505168,,,
2507,4.983,0.0302,0.1504866,,,
2508,4.983,0.0846,0.4215618,,,
2509,4.984,0.0846,0.4216464,,,
2510,4.984,0.03,0.14952,,,
2511,4.984,0.03,0.14952,,,
2512,4.984,0.0759,0.3782856,,,
2513,4.984,0.0759,0.3782856,,,
2514,4.984,0.0302,0.1505168,,,
2515,4.984,0.0302,0.1505168,,,
2516,4.984,0.0758,0.3777872,,,
2517,4.984,0.0758,0.3777872,,,
2518,4.984,0.0294,0.1465296,,,
2519,4.983,0.0294,0.1465002,,,
2520,4.983,0.0759,0.3782097,,,
2521,4.984,0.0759,0.3782856,,,
2522,4.984,0.0294,0.1465296,,,
2523,4.983,0.0294,0.1465002,,,
2524,4.983,0.0758,0.3777114,,,
2525,4.984,0.0758,0.3777872,,,
2526,4.984,0.03,0.14952,,,
2527,4.983,0.03,0.14949,,,
2528,4.983,0.0758,0.3777114,,,
2529,4.985,0.0758,0.377863,,,
2530,4.985,0.0302,0.150547,,,
2531,4.983,0.0302,0.1504866,,,
2532,4.983,0.075,0.373725,,,
2533,4.984,0.075,0.3738,,,
2534,4.984,0.0302,0.1505168,,,
2535,4.983,0.0302,0.1504866,,,
2536,4.983,0.0752,0.3747216,,,
2537,4.984,0.0752,0.3747968,,,
2538,4.984,0.0302,0.1505168,,,
2539,4.984,0.0302,0.1505168,,,
2540,4.984,0.0426,0.2123184,,,
2541,4.984,0.0426,0.2123184,,,
2542,4.984,0.0302,0.1505168,,,
2543,4.984,0.0302,0.1505168,,,
2544,4.984,0.0428,0.2133152,,,
2545,4.984,0.0428,0.2133152,,,
2546,4.984,0.0302,0.1505168,,,
2547,4.984,0.0302,0.1505168,,,
2548,4.984,0.0428,0.2133152,,,
2549,4.984,0.0428,0.2133152,,,
2550,4.984,0.03,0.14952,,,
2551,4.981,0.03,0.14943,,,
2552,4.981,0.0426,0.2121906,,,
2553,4.984,0.0426,0.2123184,,,
2554,4.984,0.0294,0.1465296,,,
2555,4.981,0.0294,0.1464414,,,
2556,4.981,0.0424,0.2111944,,,
2557,4.985,0.0424,0.211364,,,
2558,4.985,0.0302,0.150547,,,
2559,4.981,0.0302,0.1504262,,,
2560,4.981,0.0424,0.2111944,,,
2561,4.984,0.0424,0.2113216,,,
2562,4.984,0.03,0.14952,,,
2563,4.981,0.03,0.14943,,,
2564,4.981,0.0416,0.2072096,,,
2565,4.984,0.0416,0.2073344,,,
2566,4.984,0.0302,0.1505168,,,
2567,4.981,0.0302,0.1504262,,,
2568,4.981,0.0412,0.2052172,,,
2569,4.984,0.0412,0.2053408,,,
2570,4.984,0.0302,0.1505168,,,
2571,4.981,0.0302,0.1504262,,,
2572,4.981,0.0329,0.1638749,,,
2573,4.983,0.0329,0.1639407,,,
2574,4.983,0.0302,0.1504866,,,
2575,4.982,0.0302,0.1504564,,,
2576,4.982,0.0327,0.1629114,,,
2577,4.984,0.0327,0.1629768,,,
2578,4.984,0.0296,0.1475264,,,
2579,4.975,0.0296,0.14726,,,
2580,4.975,0.0329,0.1636775,,,
2581,4.984,0.0329,0.1639736,,,
2582,4.984,0.0296,0.1475264,,,
2583,4.975,0.0296,0.14726,,,
2584,4.975,0.0329,0.1636775,,,
2585,4.984,0.0329,0.1639736,,,
2586,4.984,0.0296,0.1475264,,,
2587,4.975,0.0296,0.14726,,,
2588,4.975,0.0329,0.1636775,,,
2589,4.985,0.0329,0.1640065,,,
2590,4.985,0.033,0.164505,,,
2591,4.975,0.033,0.164175,,,
2592,4.975,0.0325,0.1616875,,,
2593,4.984,0.0325,0.16198,,,
2594,4.984,0.0335,0.166964,,,
2595,4.976,0.0335,0.166696,,,
2596,4.976,0.0321,0.1597296,,,
2597,4.984,0.0321,0.1599864,,,
2598,4.984,0.0331,0.1649704,,,
2599,4.976,0.0331,0.1647056,,,
2600,4.976,0.0321,0.1597296,,,
2601,4.984,0.0321,0.1599864,,,
2602,4.984,0.0331,0.1649704,,,
2603,4.976,0.0331,0.1647056,,,
2604,4.976,0.0302,0.1502752,,,
2605,4.984,0.0302,0.1505168,,,
2606,4.984,0.0325,0.16198,,,
2607,4.977,0.0325,0.1617525,,,
2608,4.977,0.0302,0.1503054,,,
2609,4.984,0.0302,0.1505168,,,
2610,4.984,0.0325,0.16198,,,
2611,4.976,0.0325,0.16172,,,
2612,4.976,0.0302,0.1502752,,,
2613,4.985,0.0302,0.150547,,,
2614,4.985,0.0347,0.1729795,,,
2615,4.976,0.0347,0.1726672,,,
2616,4.976,0.0317,0.1577392,,,
2617,4.985,0.0317,0.1580245,,,
2618,4.985,0.0349,0.1739765,,,
2619,4.976,0.0349,0.1736624,,,
2620,4.976,0.0296,0.1472896,,,
2621,4.984,0.0296,0.1475264,,,
2622,4.984,0.0349,0.1739416,,,
2623,4.977,0.0349,0.1736973,,,
2624,4.977,0.0294,0.1463238,,,
2625,4.984,0.0294,0.1465296,,,
2626,4.984,0.0349,0.1739416,,,
2627,4.976,0.0349,0.1736624,,,
2628,4.976,0.0296,0.1472896,,,
2629,4.984,0.0296,0.1475264,,,
2630,4.984,0.0349,0.1739416,,,
2631,4.978,0.0349,0.1737322,,,
2632,4.978,0.03,0.14934,,,
2633,4.984,0.03,0.14952,,,
2634,4.984,0.0351,0.1749384,,,
2635,4.978,0.0351,0.1747278,,,
2636,4.978,0.0302,0.1503356,,,
2637,4.984,0.0302,0.1505168,,,
2638,4.984,0.0343,0.1709512,,,
2639,4.982,0.0343,0.1708826,,,
2640,4.982,0.03,0.14946,,,
2641,4.984,0.03,0.14952,,,
2642,4.984,0.0343,0.1709512,,,
2643,4.982,0.0343,0.1708826,,,
2644,4.982,0.0311,0.1549402,,,
2645,4.985,0.0311,0.1550335,,,
2646,4.985,0.0491,0.2447635,,,
2647,4.982,0.0491,0.2446162,,,
2648,4.982,0.0302,0.1504564,,,
2649,4.985,0.0302,0.150547,,,
2650,4.985,0.0497,0.2477545,,,
2651,4.981,0.0497,0.2475557,,,
2652,4.981,0.0296,0.1474376,,,
2653,4.984,0.0296,0.1475264,,,
2654,4.984,0.0497,0.2477048,,,
2655,4.982,0.0497,0.2476054,,,
2656,4.982,0.0294,0.1464708,,,
2657,4.984,0.0294,0.1465296,,,
2658,4.984,0.0497,0.2477048,,,
2659,4.982,0.0497,0.2476054,,,
2660,4.982,0.0307,0.1529474,,,
2661,4.984,0.0307,0.1530088,,,
2662,4.984,0.0499,0.2487016,,,
2663,4.983,0.0499,0.2486517,,,
2664,4.983,0.0302,0.1504866,,,
2665,4.984,0.0302,0.1505168,,,
2666,4.984,0.0493,0.2457112,,,
2667,4.983,0.0493,0.2456619,,,
2668,4.983,0.0302,0.1504866,,,
2669,4.984,0.0302,0.1505168,,,
2670,4.984,0.0493,0.2457112,,,
2671,4.983,0.0493,0.2456619,,,
2672,4.983,0.0302,0.1504866,,,
2673,4.985,0.0302,0.150547,,,
2674,4.985,0.0831,0.4142535,,,
2675,4.983,0.0831,0.4140873,,,
2676,4.983,0.0302,0.1504866,,,
2677,4.985,0.0302,0.150547,,,
2678,4.985,0.0835,0.4162475,,,
2679,4.984,0.0835,0.416164,,,
2680,4.984,0.0296,0.1475264,,,
2681,4.984,0.0296,0.1475264,,,
2682,4.984,0.0835,0.416164,,,
2683,4.983,0.0835,0.4160805,,,
2684,4.983,0.0294,0.1465002,,,
2685,4.983,0.0294,0.1465002,,,
2686,4.983,0.0835,0.4160805,,,
2687,4.984,0.0835,0.416164,,,
2688,4.984,0.0305,0.152012,,,
2689,4.983,0.0305,0.1519815,,,
2690,4.983,0.0836,0.4165788,,,
2691,4.984,0.0836,0.4166624,,,
2692,4.984,0.0302,0.1505168,,,
2693,4.983,0.0302,0.1504866,,,
2694,4.983,0.0827,0.4120941,,,
2695,4.984,0.0827,0.4121768,,,
2696,4.984,0.0302,0.1505168,,,
2697,4.983,0.0302,0.1504866,,,
2698,4.983,0.0827,0.4120941,,,
2699,4.984,0.0827,0.4121768,,,
2700,4.984,0.0302,0.1505168,,,
2701,4.984,0.0302,0.1505168,,,
2702,4.984,0.0805,0.401212,,,
2703,4.984,0.0805,0.401212,,,
2704,4.984,0.0302,0.1505168,,,
2705,4.984,0.0302,0.1505168,,,
2706,4.984,0.0805,0.401212,,,
2707,4.984,0.0805,0.401212,,,
2708,4.984,0.0294,0.1465296,,,
2709,4.983,0.0294,0.1465002,,,
2710,4.983,0.0805,0.4011315,,,
2711,4.984,0.0805,0.401212,,,
2712,4.984,0.0296,0.1475264,,,
2713,4.984,0.0296,0.1475264,,,
2714,4.984,0.0803,0.4002152,,,
2715,4.984,0.0803,0.4002152,,,
2716,4.984,0.0296,0.1475264,,,
2717,4.983,0.0296,0.1474968,,,
2718,4.983,0.0797,0.3971451,,,
2719,4.985,0.0797,0.3973045,,,
2720,4.985,0.03,0.14955,,,
2721,4.983,0.03,0.14949,,,
2722,4.983,0.0795,0.3961485,,,
2723,4.985,0.0795,0.3963075,,,
2724,4.985,0.0302,0.150547,,,
2725,4.983,0.0302,0.1504866,,,
2726,4.983,0.0787,0.3921621,,,
2727,4.984,0.0787,0.3922408,,,
2728,4.984,0.0302,0.1505168,,,
2729,4.983,0.0302,0.1504866,,,
2730,4.983,0.0785,0.3911655,,,
2731,4.984,0.0785,0.391244,,,
2732,4.984,0.0305,0.152012,,,
2733,4.984,0.0305,0.152012,,,
2734,4.984,0.0459,0.2287656,,,
2735,4.984,0.0459,0.2287656,,,
2736,4.984,0.0302,0.1505168,,,
2737,4.984,0.0302,0.1505168,,,
2738,4.984,0.0461,0.2297624,,,
2739,4.984,0.0461,0.2297624,,,
2740,4.984,0.0294,0.1465296,,,
2741,4.981,0.0294,0.1464414,,,
2742,4.981,0.0459,0.2286279,,,
2743,4.984,0.0459,0.2287656,,,
2744,4.984,0.0296,0.1475264,,,
2745,4.981,0.0296,0.1474376,,,
2746,4.981,0.0454,0.2261374,,,
2747,4.985,0.0454,0.226319,,,
2748,4.985,0.03,0.14955,,,
2749,4.981,0.03,0.14943,,,
2750,4.981,0.0454,0.2261374,,,
2751,4.985,0.0454,0.226319,,,
2752,4.985,0.03,0.14955,,,
2753,4.981,0.03,0.14943,,,
2754,4.981,0.0454,0.2261374,,,
2755,4.985,0.0454,0.226319,,,
2756,4.985,0.0302,0.150547,,,
2757,4.981,0.0302,0.1504262,,,
2758,4.981,0.0446,0.2221526,,,
2759,4.984,0.0446,0.2222864,,,
2760,4.984,0.0302,0.1505168,,,
2761,4.981,0.0302,0.1504262,,,
2762,4.981,0.0444,0.2211564,,,
2763,4.984,0.0444,0.2212896,,,
2764,4.984,0.0302,0.1505168,,,
2765,4.982,0.0302,0.1504564,,,
2766,4.982,0.0331,0.1649042,,,
2767,4.984,0.0331,0.1649704,,,
2768,4.984,0.0302,0.1505168,,,
2769,4.982,0.0302,0.1504564,,,
2770,4.982,0.0333,0.1659006,,,
2771,4.984,0.0333,0.1659672,,,
2772,4.984,0.0294,0.1465296,,,
2773,4.976,0.0294,0.1462944,,,
2774,4.976,0.0333,0.1657008,,,
2775,4.984,0.0333,0.1659672,,,
2776,4.984,0.0294,0.1465296,,,
2777,4.976,0.0294,0.1462944,,,
2778,4.976,0.0331,0.1647056,,,
2779,4.985,0.0331,0.1650035,,,
2780,4.985,0.0329,0.1640065,,,
2781,4.975,0.0329,0.1636775,,,
2782,4.975,0.0345,0.1716375,,,
2783,4.985,0.0345,0.1719825,,,
2784,4.985,0.0327,0.1630095,,,
2785,4.976,0.0327,0.1627152,,,
2786,4.976,0.0325,0.16172,,,
2787,4.984,0.0325,0.16198,,,
2788,4.984,0.0327,0.1629768,,,
2789,4.976,0.0327,0.1627152,,,
2790,4.976,0.03,0.14928,,,
2791,4.984,0.03,0.14952,,,
2792,4.984,0.0329,0.1639736,,,
2793,4.976,0.0329,0.1637104,,,
2794,4.976,0.0302,0.1502752,,,
2795,4.984,0.0302,0.1505168,,,
2796,4.984,0.0321,0.1599864,,,
2797,4.976,0.0321,0.1597296,,,
2798,4.976,0.0302,0.1502752,,,
2799,4.983,0.0302,0.1504866,,,
2800,4.983,0.0321,0.1599543,,,
2801,4.976,0.0321,0.1597296,,,
2802,4.976,0.0302,0.1502752,,,
2803,4.984,0.0302,0.1505168,,,
2804,4.984,0.0323,0.1609832,,,
2805,4.976,0.0323,0.1607248,,,
2806,4.976,0.0302,0.1502752,,,
2807,4.985,0.0302,0.150547,,,
2808,4.985,0.0349,0.1739765,,,
2809,4.976,0.0349,0.1736624,,,
2810,4.976,0.03,0.14928,,,
2811,4.985,0.03,0.14955,,,
2812,4.985,0.0349,0.1739765,,,
2813,4.976,0.0349,0.1736624,,,
2814,4.976,0.0296,0.1472896,,,
2815,4.984,0.0296,0.1475264,,,
2816,4.984,0.0351,0.1749384,,,
2817,4.976,0.0351,0.1746576,,,
2818,4.976,0.0294,0.1462944,,,
2819,4.984,0.0294,0.1465296,,,
2820,4.984,0.0351,0.1749384,,,
2821,4.977,0.0351,0.1746927,,,
2822,4.977,0.0302,0.1503054,,,
2823,4.984,0.0302,0.1505168,,,
2824,4.984,0.0343,0.1709512,,,
2825,4.982,0.0343,0.1708826,,,
2826,4.982,0.0305,0.151951,,,
2827,4.984,0.0305,0.152012,,,
2828,4.984,0.0343,0.1709512,,,
2829,4.981,0.0343,0.1708483,,,
2830,4.981,0.0302,0.1504262,,,
2831,4.985,0.0302,0.150547,,,
2832,4.985,0.0434,0.216349,,,
2833,4.981,0.0434,0.2161754,,,
2834,4.981,0.0302,0.1504262,,,
2835,4.985,0.0302,0.150547,,,
2836,4.985,0.0436,0.217346,,,
2837,4.981,0.0436,0.2171716,,,
2838,4.981,0.03,0.14943,,,
2839,4.985,0.03,0.14955,,,
2840,4.985,0.0432,0.215352,,,
2841,4.981,0.0432,0.2151792,,,
2842,4.981,0.0294,0.1464414,,,
2843,4.984,0.0294,0.1465296,,,
2844,4.984,0.0428,0.2133152,,,
2845,4.981,0.0428,0.2131868,,,
2846,4.981,0.0296,0.1474376,,,
2847,4.984,0.0296,0.1475264,,,
2848,4.984,0.0426,0.2123184,,,
2849,4.982,0.0426,0.2122332,,,
2850,4.982,0.0302,0.1504564,,,
2851,4.984,0.0302,0.1505168,,,
2852,4.984,0.0414,0.2063376,,,
2853,4.984,0.0414,0.2063376,,,
2854,4.984,0.0302,0.1505168,,,
2855,4.984,0.0302,0.1505168,,,
2856,4.984,0.0414,0.2063376,,,
2857,4.984,0.0414,0.2063376,,,
2858,4.984,0.0302,0.1505168,,,
2859,4.985,0.0302,0.150547,,,
2860,4.985,0.0756,0.376866,,,
2861,4.984,0.0756,0.3767904,,,
