Unixtime,WindCyc,WindDir,ConcData,TempData
1625610238,3.0,267.0,446.0,41.0
1625610241,2.0,266.0,445.0,41.0
1625610244,3.0,267.0,452.0,42.0
1625610247,3.0,266.0,454.0,42.0
1625610250,4.0,219.0,452.0,42.0
1625610253,5.0,228.0,450.0,42.0
1625610256,5.0,222.0,452.0,42.0
1625610259,5.0,206.0,454.0,42.0
1625610262,6.0,213.0,459.0,42.0
1625610265,8.0,215.0,461.0,42.0
1625610268,9.0,218.0,433.0,42.0
1625610271,10.0,204.0,428.0,42.0
1625610274,8.0,218.0,427.0,41.0
1625610277,8.0,204.0,436.0,41.0
1625610280,8.0,190.0,428.0,41.0
1625610283,6.0,218.0,456.0,41.0
1625610286,6.0,214.0,466.0,41.0
1625610289,4.0,183.0,463.0,41.0
1625610292,5.0,185.0,481.0,41.0
1625610295,4.0,213.0,467.0,41.0
1625610298,3.0,245.0,481.0,41.0
1625610301,3.0,247.0,448.0,41.0
1625610304,8.0,199.0,403.0,41.0
1625610307,8.0,221.0,414.0,41.0
1625610310,9.0,203.0,490.0,41.0
1625610313,7.0,205.0,519.0,41.0
1625610316,6.0,202.0,487.0,41.0
1625610319,8.0,220.0,444.0,41.0
1625610322,9.0,225.0,436.0,41.0
1625610325,8.0,220.0,408.0,41.0
1625610328,6.0,231.0,422.0,41.0
1625610331,6.0,215.0,411.0,41.0
1625610334,8.0,223.0,394.0,41.0
1625610337,8.0,216.0,410.0,41.0
1625610340,7.0,215.0,435.0,41.0
1625610343,8.0,215.0,445.0,41.0
1625610346,8.0,212.0,455.0,41.0
1625610349,6.0,213.0,463.0,41.0
1625610352,8.0,228.0,448.0,41.0
1625610355,7.0,230.0,451.0,41.0
1625610358,7.0,223.0,436.0,41.0
1625610361,7.0,222.0,433.0,41.0
1625610364,9.0,212.0,434.0,41.0
1625610367,10.0,214.0,431.0,41.0
1625610370,7.0,247.0,444.0,41.0
1625610373,7.0,223.0,464.0,41.0
1625610376,11.0,224.0,460.0,41.0
1625610379,10.0,182.0,457.0,41.0
1625610382,10.0,212.0,450.0,41.0
1625610385,12.0,215.0,456.0,41.0
1625610388,11.0,216.0,472.0,41.0
1625610391,10.0,207.0,473.0,41.0
1625610394,9.0,209.0,470.0,41.0
1625610397,7.0,216.0,453.0,41.0
1625610400,7.0,228.0,447.0,41.0
1625610403,7.0,232.0,411.0,41.0
1625610406,6.0,223.0,387.0,41.0
1625610409,6.0,223.0,397.0,41.0
1625610412,6.0,217.0,413.0,41.0
1625610415,6.0,192.0,435.0,41.0
1625610418,7.0,203.0,447.0,41.0
1625610421,8.0,218.0,455.0,41.0
1625610424,8.0,220.0,439.0,41.0
1625610427,8.0,224.0,425.0,41.0
1625610430,6.0,263.0,424.0,41.0
1625610433,5.0,216.0,421.0,41.0
1625610436,5.0,212.0,433.0,41.0
1625610439,7.0,231.0,427.0,41.0
1625610442,6.0,220.0,441.0,41.0
1625610445,6.0,225.0,447.0,41.0
1625610448,3.0,223.0,457.0,41.0
1625610451,2.0,237.0,434.0,41.0
1625610454,3.0,237.0,421.0,41.0
1625610457,2.0,237.0,431.0,41.0
1625610460,2.0,216.0,452.0,41.0
1625610463,5.0,201.0,440.0,41.0
1625610466,5.0,203.0,446.0,41.0
1625610469,6.0,205.0,467.0,41.0
1625610472,5.0,205.0,464.0,41.0
1625610475,4.0,201.0,469.0,41.0
1625610478,3.0,202.0,466.0,41.0
1625610481,2.0,190.0,457.0,41.0
1625610484,3.0,174.0,445.0,41.0
1625610487,3.0,174.0,446.0,41.0
1625610490,2.0,256.0,431.0,41.0
1625610493,3.0,259.0,491.0,41.0
1625610496,6.0,224.0,496.0,41.0
1625610499,3.0,209.0,522.0,42.0
1625610502,4.0,221.0,466.0,42.0
1625610505,4.0,242.0,467.0,42.0
1625610508,4.0,266.0,452.0,42.0
1625610511,7.0,249.0,469.0,42.0
1625610514,6.0,249.0,467.0,42.0
1625610517,5.0,175.0,444.0,42.0
