Loading /flash/main.mpy...,,,,,,,,,,,,,,,,,,,,
Running bytecode...,,,,,,,,,,,,,,,,,,,,
SCD Initializing,,,,,,,,,,,,,,,,,,,,
Instantiated FRAM,,,,,,,,,,,,,,,,,,,,
Memory:       5888,,,,,,,,,,,,,,,,,,,,
RF identifier 2,,,,,,,,,,,,,,,,,,,,
Firmware ver: 0x300d,,,,,,,,,,,,,,,,,,,,
Hardware ver: 0x4150,,,,,,,,,,,,,,,,,,,,
Hub Address:  b'\x00\x13\xa2\x00A\xad\xaa\x16',,,,,,,,,,,,,,,,,,,,
Hub Connect:  1,,,,,,,,,,,,,,,,,,,,
Transmit On:  1,,,,,,,,,,,,,,,,,,,,
SCD Interval: 2,,,,,,,,,,,,,,,,,,,,
SCD Altitude: 1300,,,,,,,,,,,,,,,,,,,,
SCD Factor:   400,,,,,,,,,,,,,,,,,,,,
SCD Auto?     False,,,,,,,,,,,,,,,,,,,,
------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,
1,1,946756418,644,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756421,644,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756424,644,24,33,15,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756427,644,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756430,644,24,33,15,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756433,643,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756436,644,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756439,644,24,33,16,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756442,644,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756445,645,24,33,16,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756448,644,24,33,17,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756451,645,24,33,18,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756454,646,24,33,17,0,3792,0,3.07,TRUE,,,,,,,,,
1,1,946756457,645,24,33,22,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756460,645,24,33,20,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756463,645,24,33,20,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756466,645,24,33,19,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756469,646,24,33,25,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756472,646,24,33,27,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756475,646,24,33,30,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756478,646,24,33,24,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756481,646,24,33,25,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756484,645,24,33,21,0,3792,0,3.07,TRUE,,,,,,,,,
1,1,946756487,645,24,33,24,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756490,646,24,33,30,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756493,646,24,33,32,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756496,646,24,33,32,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756499,646,24,33,25,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756502,646,24,33,31,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756505,646,24,33,28,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946756508,646,24,33,28,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756511,646,24,33,30,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756514,646,24,33,32,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756517,646,24,33,17,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756520,646,24,33,16,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756523,647,24,33,16,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756526,647,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756529,647,24,33,16,0,3792,0,3.14,TRUE,,,,,,,,,
1,1,946756532,647,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756535,647,24,33,17,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756538,647,24,33,16,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756541,647,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756544,647,24,33,15,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756547,647,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756550,646,24,33,16,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946756553,646,24,33,15,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756556,644,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756559,643,24,33,16,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756562,643,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756565,641,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756568,644,24,33,15,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756571,646,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756574,646,24,33,15,0,3792,0,3.14,TRUE,,,,,,,,,
1,1,946756577,645,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756580,646,24,33,15,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756583,645,24,33,15,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756586,645,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756589,646,24,33,15,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756592,645,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756595,644,24,33,15,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946756598,645,24,33,15,0,3792,0,3.11,TRUE,,,,,,,,,
1,1,946756601,642,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756604,643,24,33,15,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946756607,642,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756610,642,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756613,643,24,33,15,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756616,643,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756619,643,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756622,643,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756625,642,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756628,642,24,33,14,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756631,641,24,33,16,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756634,641,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756637,641,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756640,640,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756643,640,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756646,639,24,33,15,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756649,639,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756652,639,24,33,14,0,3792,0,3.2,TRUE,,,,,,,,,
1,1,946756655,638,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756658,638,24,33,14,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756661,638,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756664,638,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756667,638,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756670,638,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756673,638,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756676,638,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756679,639,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756682,638,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756685,638,24,33,14,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946756688,638,24,33,14,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756691,638,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756694,638,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756697,638,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756700,638,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756703,638,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756706,637,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756709,637,24,33,14,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946756712,637,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756715,637,24,33,14,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946756718,637,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756721,637,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756724,637,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756727,638,24,33,12,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756730,638,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756733,638,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756736,638,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756739,637,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756742,638,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756745,638,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756748,638,24,33,13,0,3792,0,3.1,TRUE,,,,,,,,,
1,1,946756751,639,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756754,639,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756757,639,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756760,639,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756763,639,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756766,640,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756769,641,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756772,641,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756775,640,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756778,640,24,33,14,0,3792,0,3.17,TRUE,,,,,,,,,
1,1,946756781,641,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756784,642,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756787,642,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756790,643,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756793,644,24,33,14,0,3792,0,3.11,TRUE,,,,,,,,,
1,1,946756796,645,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756799,645,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946756802,645,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756805,645,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756808,645,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756811,646,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756814,646,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756817,646,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756820,646,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756823,647,24,33,13,0,3792,0,3.14,TRUE,,,,,,,,,
1,1,946756826,647,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756829,647,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756832,647,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756835,648,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756838,649,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756841,649,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756844,649,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756847,649,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946756850,649,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756853,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756856,650,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756859,650,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756862,650,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756865,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756868,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756871,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756874,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756877,650,24,33,14,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756880,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756883,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756886,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756889,651,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946756892,651,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756895,651,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946756898,652,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756901,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756904,652,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756907,652,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756910,653,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756913,653,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756916,653,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756919,654,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756922,654,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756925,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756928,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756931,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756934,655,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756937,655,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756940,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756943,655,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946756946,654,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756949,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756952,655,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756955,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756958,655,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946756961,654,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756964,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756967,655,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946756970,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756973,654,24,33,15,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756976,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756979,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756982,656,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946756985,655,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946756988,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756991,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756994,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946756997,655,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757000,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757003,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757006,656,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757009,656,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757012,655,24,33,13,0,3792,0,3.12,TRUE,,,,,,,,,
1,1,946757015,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757018,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757021,655,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757024,655,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757027,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757030,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757033,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757036,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757039,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757042,655,24,33,13,0,3792,0,3.2,TRUE,,,,,,,,,
1,1,946757045,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757048,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757051,655,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757054,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757057,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757060,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757063,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757066,654,24,33,13,0,3792,0,3.07,TRUE,,,,,,,,,
1,1,946757069,653,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757072,653,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757075,653,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757078,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757081,652,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757084,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757087,652,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757090,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757093,651,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757096,652,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757099,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757102,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757105,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757108,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757111,649,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757114,649,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757117,649,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757120,649,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757123,649,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757126,649,24,33,14,0,3792,0,3.07,TRUE,,,,,,,,,
1,1,946757129,649,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757132,649,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757135,650,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757138,649,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757141,649,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757144,649,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757147,649,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757150,649,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757153,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757156,650,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757159,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757162,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757165,650,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757168,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757171,650,24,33,13,0,3792,0,3.11,TRUE,,,,,,,,,
1,1,946757174,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757177,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757180,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757183,651,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757186,651,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757189,651,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757192,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757195,651,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757198,650,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757201,650,24,33,13,0,3792,0,3.14,TRUE,,,,,,,,,
1,1,946757204,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757207,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757210,650,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757213,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757216,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757219,650,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757222,650,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757225,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757228,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757231,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757234,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757237,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757240,652,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757243,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757246,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757249,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757252,652,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757255,651,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757258,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757261,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757264,650,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757267,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757270,650,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757273,651,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757276,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757279,651,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757282,651,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757285,652,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757288,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757291,652,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757294,652,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757297,653,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757300,653,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757303,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757306,654,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757309,654,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757312,655,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757315,654,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757318,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757321,655,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757324,656,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757327,656,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757330,655,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757333,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757336,654,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757339,654,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757342,653,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757345,653,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757348,653,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757351,653,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757354,653,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757357,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757360,654,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757363,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757366,654,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757369,654,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757372,655,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757375,655,24,33,13,0,3792,0,3.13,TRUE,,,,,,,,,
1,1,946757378,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757381,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757384,655,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757387,655,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757390,654,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757393,655,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757396,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757399,656,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757402,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
