Loading /flash/main.mpy...,,,,,,,,,,,,,,,,,,,,
Running bytecode...,,,,,,,,,,,,,,,,,,,,
SCD Initializing,,,,,,,,,,,,,,,,,,,,
Instantiated FRAM,,,,,,,,,,,,,,,,,,,,
Memory:       5888,,,,,,,,,,,,,,,,,,,,
RF identifier 2,,,,,,,,,,,,,,,,,,,,
Firmware ver: 0x300d,,,,,,,,,,,,,,,,,,,,
Hardware ver: 0x4150,,,,,,,,,,,,,,,,,,,,
Hub Address:  b'\x00\x13\xa2\x00A\xad\xaa\x16',,,,,,,,,,,,,,,,,,,,
Hub Connect:  1,,,,,,,,,,,,,,,,,,,,
Transmit On:  1,,,,,,,,,,,,,,,,,,,,
SCD Interval: 2,,,,,,,,,,,,,,,,,,,,
SCD Altitude: 1300,,,,,,,,,,,,,,,,,,,,
SCD Factor:   400,,,,,,,,,,,,,,,,,,,,
SCD Auto?     False,,,,,,,,,,,,,,,,,,,,
------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,
1,1,946757405,656,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757408,657,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757411,657,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757414,657,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757417,657,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757420,657,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757423,658,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757426,658,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757429,658,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757432,658,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757435,658,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757438,658,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757441,658,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757444,657,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757447,657,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757450,657,24,33,14,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757453,658,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757456,658,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757459,658,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757462,659,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757465,659,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757468,659,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757471,660,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757474,659,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757477,660,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757480,660,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757483,660,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757486,661,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757489,661,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757492,661,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757495,661,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757498,661,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757501,662,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757504,662,24,33,13,0,3792,0,3.1,TRUE,,,,,,,,,
1,1,946757507,662,24,33,12,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757510,662,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757513,663,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757516,663,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757519,662,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757522,663,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757525,663,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757528,663,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757531,662,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757534,661,24,33,13,0,3792,0,3.12,TRUE,,,,,,,,,
1,1,946757537,661,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757540,661,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757543,662,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757546,663,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757549,664,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757552,664,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757555,664,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757558,665,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757561,665,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757564,666,24,33,13,0,3792,0,3.14,TRUE,,,,,,,,,
1,1,946757567,666,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757570,667,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757573,667,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757576,667,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757579,667,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757582,668,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757585,668,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757588,668,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757591,668,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757594,667,24,33,11,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757597,667,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757600,667,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757603,668,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757606,667,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757609,668,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757612,668,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757615,668,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757618,668,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757621,669,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757624,668,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757627,669,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757630,670,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757633,670,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757636,670,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757639,669,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757642,669,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757645,670,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757648,670,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757651,671,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757654,671,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757657,670,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757660,670,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757663,671,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757666,670,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757669,670,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757672,670,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757675,671,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757678,671,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757681,672,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757684,671,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757687,672,24,33,12,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757690,672,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757693,672,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757696,673,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757699,673,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757702,673,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757705,673,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757708,673,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757711,673,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757714,674,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757717,674,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757720,675,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757723,675,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757726,676,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757729,675,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757732,676,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757735,676,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757738,677,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757741,677,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757744,678,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757747,678,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757750,678,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757753,679,24,33,13,0,3792,0,3.11,TRUE,,,,,,,,,
1,1,946757756,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757759,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757762,678,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757765,679,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757768,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757771,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757774,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757777,678,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757780,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757783,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757786,679,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757789,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757792,679,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757795,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757798,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757801,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757804,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757807,679,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757810,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757813,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757816,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757819,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757822,680,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757825,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757828,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757831,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757834,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757837,681,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757840,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757843,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757846,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757849,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757852,681,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757855,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757858,681,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757861,681,24,33,14,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757864,682,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757867,682,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757870,682,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757873,682,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757876,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757879,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757882,681,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757885,682,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757888,682,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757891,683,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757894,683,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757897,683,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757900,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757903,683,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757906,684,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757909,683,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757912,684,24,33,13,0,3792,0,3.14,TRUE,,,,,,,,,
1,1,946757915,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757918,682,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757921,682,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757924,682,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757927,682,24,33,13,0,3792,0,3.1,TRUE,,,,,,,,,
1,1,946757930,681,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757933,682,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757936,681,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946757939,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757942,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757945,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757948,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757951,680,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946757954,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757957,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757960,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757963,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757966,679,24,33,12,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757969,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757972,679,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757975,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757978,679,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946757981,679,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757984,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757987,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946757990,679,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757993,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946757996,679,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946757999,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758002,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758005,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758008,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758011,680,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758014,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758017,680,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758020,680,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758023,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758026,680,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758029,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758032,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758035,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758038,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758041,680,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758044,680,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758047,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758050,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758053,680,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758056,680,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758059,680,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758062,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758065,681,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758068,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758071,681,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758074,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758077,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758080,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758083,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758086,680,24,33,13,0,3792,0,3.12,TRUE,,,,,,,,,
1,1,946758089,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758092,681,24,33,12,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758095,681,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758098,681,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758101,681,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758104,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758107,683,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758110,683,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758113,684,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758116,684,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758119,684,24,33,14,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758122,684,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758125,684,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758128,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758131,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758134,684,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758137,683,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758140,683,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758143,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758146,682,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758149,682,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758152,683,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758155,683,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758158,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758161,684,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758164,684,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758167,684,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758170,684,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758173,685,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758176,685,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758179,685,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758182,686,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758185,685,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758188,686,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758191,686,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758194,686,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758197,687,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758200,688,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758203,688,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758206,688,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758209,688,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758212,688,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758215,688,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758218,688,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758221,687,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758224,686,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758227,684,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758230,0,0,0,13,0,5504,0,3.08,,,,,,,,,,
1,1,946758233,586,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758236,582,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758239,595,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758242,618,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758245,0,0,0,13,0,5504,0,3.2,,,,,,,,,,
1,1,946758248,355,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758251,415,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758254,542,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758257,637,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758260,0,0,0,13,0,5504,0,3.16,,,,,,,,,,
1,1,946758263,0,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758266,3322,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758269,1131,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758272,682,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758275,0,0,0,14,0,5504,0,3.12,,,,,,,,,,
1,1,946758278,371,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
Loading /flash/main.mpy...,,,,,,,,,,,,,,,,,,,,
Running bytecode...,,,,,,,,,,,,,,,,,,,,
SCD Initializing,,,,,,,,,,,,,,,,,,,,
Instantiated FRAM,,,,,,,,,,,,,,,,,,,,
Memory:       5888,,,,,,,,,,,,,,,,,,,,
RF identifier 2,,,,,,,,,,,,,,,,,,,,
Firmware ver: 0x300d,,,,,,,,,,,,,,,,,,,,
Hardware ver: 0x4150,,,,,,,,,,,,,,,,,,,,
Hub Address:  b'\x00\x13\xa2\x00A\xad\xaa\x16',,,,,,,,,,,,,,,,,,,,
Hub Connect:  1,,,,,,,,,,,,,,,,,,,,
Transmit On:  1,,,,,,,,,,,,,,,,,,,,
SCD Interval: 2,,,,,,,,,,,,,,,,,,,,
SCD Altitude: 1300,,,,,,,,,,,,,,,,,,,,
SCD Factor:   400,,,,,,,,,,,,,,,,,,,,
SCD Auto?     False,,,,,,,,,,,,,,,,,,,,
------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,
1,1,946758297,668,24,33,13,0,6112,0,3.23,,,,,,,,,,
1,1,946758300,668,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758303,667,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758306,467,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758309,472,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758312,486,24,33,12,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758315,532,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758318,604,24,33,13,0,3792,0,3.15,TRUE,,,,,,,,,
1,1,946758321,665,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758324,655,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758327,657,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758330,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758333,653,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758336,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758339,658,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758342,659,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
